% lua-widow-control
% https://github.com/gucci-on-fleek/lua-widow-control
% SPDX-License-Identifier: MPL-2.0+ OR CC-BY-SA-4.0+
% SPDX-FileCopyrightText: 2022 Max Chernoff

Percentile	Natural Long
45.4429573	156.2705986	1639.5
45.50669216	156.2705986	1646.025617
45.57042702	156.2705986	1654.5
45.63416189	156.2705986	1668.402565
45.69789675	156.2705986	1683.553385
45.76163161	156.2705986	1690.760295
45.82536648	156.2705986	1699.884702
45.88910134	156.2705986	1701
45.9528362	156.2705986	1707.799336
46.01657106	156.2705986	1714.733944
46.08030593	156.2705986	1730.006613
46.14404079	156.2705986	1743.941617
46.20777565	156.2705986	1751.503497
46.27151052	156.2705986	1768.47406
46.33524538	156.2705986	1789.318306
46.39898024	156.2705986	1801.708078
46.46271511	156.2705986	1815.5
46.52644997	156.2705986	1831.355054
46.59018483	156.2705986	1839.914186
46.65391969	156.2705986	1850.479855
46.71765456	169	1868.176116
46.78138942	172.5340546	1879.467576
46.84512428	172.5340546	1899.482386
46.90885915	172.5340546	1911
46.97259401	172.5340546	1924.744658
47.03632887	172.5340546	1934.123402
47.10006373	172.5340546	1943
47.1637986	172.5340546	1969.292386
47.22753346	172.5340546	1982.727414
47.29126832	172.5340546	1995.5
47.35500319	172.5340546	2006.597404
47.41873805	172.5340546	2020.204074
47.48247291	173.2050808	2032.789485
47.54620778	173.2050808	2050.5
47.60994264	173.2050808	2056.973626
47.6736775	173.2050808	2071.115762
47.73741236	173.2050808	2087.966061
47.80114723	173.2050808	2098.692927
47.86488209	173.2050808	2111.420849
47.92861695	173.2050808	2120.680042
47.99235182	173.2050808	2132.731894
48.05608668	173.2050808	2151.584955
48.11982154	173.2050808	2174.801328
48.18355641	173.2050808	2187.163294
48.24729127	173.2050808	2209.708691
48.31102613	173.2050808	2227.222493
48.37476099	173.2050808	2258.499059
48.43849586	173.2050808	2269.105661
48.50223072	173.2050808	2286.609368
48.56596558	173.2050808	2298.44668
48.62970045	173.2050808	2314.597229
48.69343531	173.2050808	2330.381182
48.75717017	173.2050808	2346.333333
48.82090504	173.2050808	2359.629096
48.8846399	173.2050808	2379.068009
48.94837476	173.2050808	2388.498064
49.01210962	173.2050808	2398.506202
49.07584449	173.2050808	2414.059089
49.13957935	173.2050808	2421.840726
49.20331421	173.2050808	2455.470695
49.26704908	173.2050808	2467.0177
49.33078394	173.2050808	2492.421112
49.3945188	173.2050808	2508.58692
49.45825366	173.2050808	2532.149383
49.52198853	173.2050808	2541.495885
49.58572339	173.2050808	2558.665888
49.64945825	173.2050808	2566.899297
49.71319312	173.2050808	2586.410889
49.77692798	173.2050808	2600.031634
49.84066284	173.2050808	2616.29509
49.90439771	173.2050808	2631.144333
49.96813257	173.2050808	2647.407789
50.03186743	173.2050808	2665.085458
50.09560229	173.2050808	2687.619783
50.15933716	173.2050808	2704.683438
50.22307202	173.2050808	2728.557372
50.28680688	173.2050808	2741.666667
50.35054175	173.2050808	2756.302233
50.41427661	173.2050808	2775.900094
50.47801147	173.2050808	2790.243359
50.54174634	173.2050808	2812.163669
50.6054812	173.2050808	2828.427125
50.66921606	173.2050808	2838.253923
50.73295092	173.2050808	2855.5
50.79668579	173.2050808	2877.217493
50.86042065	173.2050808	2886.409881
50.92415551	173.2050808	2895.44235
50.98789038	173.2050808	2919.6439
51.05162524	173.2050808	2938.571195
51.1153601	173.2050808	2945.099744
51.17909496	173.2050808	2956.610729
51.24282983	173.2050808	2973.384015
51.30656469	173.2050808	2999.740179
51.37029955	173.2050808	3021.467276
51.43403442	173.2050808	3048.333333
51.49776928	173.2050808	3059.114969
51.56150414	173.2050808	3089.349527
51.62523901	173.2050808	3117.691454
51.68897387	173.2050808	3140.261215
51.75270873	173.2050808	3168.545486
51.81644359	173.2050808	3189.642188
51.88017846	173.2050808	3218.750068
51.94391332	173.2050808	3242.791699
52.00764818	173.2050808	3269.661756
52.07138305	173.2050808	3312.79527
52.13511791	173.2050808	3334.305565
52.19885277	173.2050808	3340.372434
52.26258764	173.2050808	3352.94321
52.3263225	173.2050808	3355.221677
52.39005736	173.2050808	3366.675674
52.45379222	173.2050808	3387.195772
52.51752709	173.2050808	3401.183618
52.58126195	173.2050808	3413.362506
52.64499681	173.2050808	3436.677477
52.70873168	173.2050808	3457.045053
52.77246654	173.2050808	3468.358762
52.8362014	173.2050808	3486.036431
52.89993627	173.2050808	3506.248185
52.96367113	173.2050808	3508.989028
53.02740599	173.2050808	3525.634411
53.09114085	173.2050808	3541.177876
53.15487572	173.2050808	3560.282643
53.21861058	173.2050808	3576.677808
53.28234544	173.2050808	3595.442694
53.34608031	173.2050808	3617.676787
53.40981517	173.2050808	3626.043574
53.47355003	173.2050808	3652.206525
53.53728489	173.2050808	3677.721215
53.60101976	173.2050808	3713.724815
53.66475462	173.2050808	3734.230911
53.72848948	173.2050808	3752.969241
53.79222435	173.2050808	3773.828891
53.85595921	173.2050808	3804.630531
53.91969407	173.2050808	3825.447686
53.98342894	173.2050808	3845.788513
54.0471638	173.2050808	3867.958148
54.11089866	173.2050808	3892.331277
54.17463352	173.2050808	3906.764966
54.23836839	173.2050808	3927.271063
54.30210325	185.3294364	3947.460956
54.36583811	185.3294364	3975.113604
54.42957298	185.3294364	4002.178607
54.49330784	185.3294364	4022.730478
54.5570427	185.3294364	4042
54.62077757	185.3294364	4057.838952
54.68451243	185.3294364	4087.876331
54.74824729	185.3294364	4101.219331
54.81198215	185.3294364	4125.191208
54.87571702	185.3294364	4145
54.93945188	185.3294364	4164.505388
55.00318674	185.3294364	4180.061737
55.06692161	185.3294364	4190.870077
55.13065647	185.3294364	4194.665192
55.19439133	185.3294364	4219.604393
55.2581262	185.3294364	4232.741192
55.32186106	185.3294364	4260.852919
55.38559592	185.3294364	4279.234664
55.44933078	185.3294364	4311.937152
55.51306565	185.3294364	4327.847054
55.57680051	190.2117241	4339.696985
55.64053537	190.2117241	4362.84884
55.70427024	190.2117241	4387.894598
55.7680051	190.2117241	4411.939275
55.83173996	190.2117241	4432.852411
55.89547482	190.2117241	4461.136683
55.95920969	190.2117241	4474.819237
56.02294455	196	4476.233254
56.08667941	197.4537921	4497.906235
56.15041428	198.6084926	4520.861101
56.21414914	198.6084926	4532.54996
56.277884	198.6084926	4546.34305
56.34161887	198.6084926	4571.564357
56.40535373	198.6084926	4592.385019
56.46908859	198.6084926	4596.194078
56.53282345	198.6084926	4599.729612
56.59655832	198.6084926	4622
56.66029318	198.6084926	4633.670737
56.72402804	200	4647.380992
56.78776291	200	4667.838054
56.85149777	200	4669.497093
56.91523263	200	4698.246778
56.9789675	200	4712.083085
57.04270236	200	4745.630085
57.10643722	200	4776.688414
57.17017208	200	4806.39695
57.23390695	200	4834.842616
57.29764181	200	4850.666667
57.36137667	200	4868.360864
57.42511154	200	4882.5
57.4888464	200	4912.026291
57.55258126	200	4931.009139
57.61631612	200	4950.213255
57.68005099	200	4981.567273
57.74378585	200	5013.387079
57.80752071	200	5033.293173
57.87125558	200	5053.546906
57.93499044	200	5072.784048
57.9987253	200	5104
58.06246017	200	5119.453096
58.12619503	200	5143.938071
58.18992989	200	5169.412003
58.25366475	200	5183.092706
58.31739962	200	5199.039174
58.38113448	200	5218.666667
58.44486934	200	5232.590181
58.50860421	200	5245.390956
58.57233907	200	5264.409986
58.63607393	200	5277.525187
58.6998088	200	5308.957713
58.76354366	200	5330.720572
58.82727852	200	5367.666667
58.89101338	200	5394.549403
58.95474825	200	5429.620263
59.01848311	200	5463.814098
59.08221797	200	5483.70569
59.14595284	200	5505.597152
59.2096877	200	5538.293167
59.27342256	200	5561.394834
59.33715743	200	5585.697808
59.40089229	200	5601.699921
59.46462715	200	5625.499818
59.52836201	209.3036072	5656.854249
59.59209688	209.3036072	5684.20771
59.65583174	209.3036072	5694
59.7195666	209.3036072	5715
59.78330147	209.3036072	5733.928889
59.84703633	209.3036072	5754.131137
59.91077119	210.5	5769.63569
59.97450605	210.5	5784.13347
60.03824092	210.5	5805.279683
60.10197578	210.5	5830.095411
60.16571064	210.5	5847.340264
60.22944551	210.5	5866.506231
60.29318037	210.5	5881.305994
60.35691523	210.5	5905.5
60.4206501	210.5	5919.333333
60.48438496	210.5	5936.74664
60.54811982	210.5	5951.722784
60.61185468	210.5	5967.77351
60.67558955	210.5	5988.48733
60.73932441	210.5	6000.025125
60.80305927	210.5	6011.80606
60.86679414	210.5	6043.5
60.930529	210.7328483	6071.5
60.99426386	213.0422493	6101.480488
